Track,Artist,URI,Audio Features,cluster
Ridin Wit It,G Herbo,1ELUVeASDvF6YWj9nOHdyb,"[{'danceability': 0.822, 'energy': 0.739, 'key': 1, 'loudness': -4.008, 'mode': 0, 'speechiness': 0.323, 'acousticness': 0.232, 'instrumentalness': 0, 'liveness': 0.0904, 'valence': 0.352, 'tempo': 75.017, 'type': 'audio_features', 'id': '1ELUVeASDvF6YWj9nOHdyb', 'uri': 'spotify:track:1ELUVeASDvF6YWj9nOHdyb', 'track_href': 'https://api.spotify.com/v1/tracks/1ELUVeASDvF6YWj9nOHdyb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ELUVeASDvF6YWj9nOHdyb', 'duration_ms': 198400, 'time_signature': 4}]",1
Errbody,Lil Baby,6eVxH9Kyanzrw636zJRPcw,"[{'danceability': 0.887, 'energy': 0.606, 'key': 2, 'loudness': -6.572, 'mode': 1, 'speechiness': 0.324, 'acousticness': 0.000407, 'instrumentalness': 0, 'liveness': 0.151, 'valence': 0.272, 'tempo': 139.995, 'type': 'audio_features', 'id': '6eVxH9Kyanzrw636zJRPcw', 'uri': 'spotify:track:6eVxH9Kyanzrw636zJRPcw', 'track_href': 'https://api.spotify.com/v1/tracks/6eVxH9Kyanzrw636zJRPcw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6eVxH9Kyanzrw636zJRPcw', 'duration_ms': 210699, 'time_signature': 4}]",6
Still Remember (feat. Pooh Shiesty),Gucci Mane,7n8MZHeMdwK33akuwYXfVJ,"[{'danceability': 0.662, 'energy': 0.568, 'key': 1, 'loudness': -7.545, 'mode': 1, 'speechiness': 0.582, 'acousticness': 0.212, 'instrumentalness': 0, 'liveness': 0.147, 'valence': 0.488, 'tempo': 119.943, 'type': 'audio_features', 'id': '7n8MZHeMdwK33akuwYXfVJ', 'uri': 'spotify:track:7n8MZHeMdwK33akuwYXfVJ', 'track_href': 'https://api.spotify.com/v1/tracks/7n8MZHeMdwK33akuwYXfVJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7n8MZHeMdwK33akuwYXfVJ', 'duration_ms': 241993, 'time_signature': 4}]",2
All These Niggas (feat. Lil Durk),King Von,4g27tVPyGHi38dczFoJZZy,"[{'danceability': 0.793, 'energy': 0.462, 'key': 5, 'loudness': -7.495, 'mode': 0, 'speechiness': 0.119, 'acousticness': 0.00522, 'instrumentalness': 0, 'liveness': 0.191, 'valence': 0.356, 'tempo': 145.962, 'type': 'audio_features', 'id': '4g27tVPyGHi38dczFoJZZy', 'uri': 'spotify:track:4g27tVPyGHi38dczFoJZZy', 'track_href': 'https://api.spotify.com/v1/tracks/4g27tVPyGHi38dczFoJZZy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4g27tVPyGHi38dczFoJZZy', 'duration_ms': 144787, 'time_signature': 4}]",1
ABCGE (feat. BIG30),Pooh Shiesty,3bB3Mj2IDsVHCyvKqZdulE,"[{'danceability': 0.794, 'energy': 0.637, 'key': 2, 'loudness': -5.478, 'mode': 1, 'speechiness': 0.226, 'acousticness': 0.0413, 'instrumentalness': 0, 'liveness': 0.238, 'valence': 0.323, 'tempo': 142.878, 'type': 'audio_features', 'id': '3bB3Mj2IDsVHCyvKqZdulE', 'uri': 'spotify:track:3bB3Mj2IDsVHCyvKqZdulE', 'track_href': 'https://api.spotify.com/v1/tracks/3bB3Mj2IDsVHCyvKqZdulE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3bB3Mj2IDsVHCyvKqZdulE', 'duration_ms': 188922, 'time_signature': 4}]",6
Green Dot,YoungBoy Never Broke Again,7jGhydOLVj84A9rKheLIu6,"[{'danceability': 0.758, 'energy': 0.701, 'key': 6, 'loudness': -4.925, 'mode': 1, 'speechiness': 0.361, 'acousticness': 0.106, 'instrumentalness': 0, 'liveness': 0.0752, 'valence': 0.693, 'tempo': 167.092, 'type': 'audio_features', 'id': '7jGhydOLVj84A9rKheLIu6', 'uri': 'spotify:track:7jGhydOLVj84A9rKheLIu6', 'track_href': 'https://api.spotify.com/v1/tracks/7jGhydOLVj84A9rKheLIu6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7jGhydOLVj84A9rKheLIu6', 'duration_ms': 186880, 'time_signature': 4}]",4
Moods,Scorey,0tzFyRDlj4JkgNutw9onw7,"[{'danceability': 0.846, 'energy': 0.515, 'key': 11, 'loudness': -10.202, 'mode': 0, 'speechiness': 0.309, 'acousticness': 0.0708, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.354, 'tempo': 89.994, 'type': 'audio_features', 'id': '0tzFyRDlj4JkgNutw9onw7', 'uri': 'spotify:track:0tzFyRDlj4JkgNutw9onw7', 'track_href': 'https://api.spotify.com/v1/tracks/0tzFyRDlj4JkgNutw9onw7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0tzFyRDlj4JkgNutw9onw7', 'duration_ms': 138792, 'time_signature': 4}]",3
Outta Pocket (with Bas & Cozz feat. Girl Talk),Dreamville,1MobF57nbROs1ml9IYEzwN,"[{'danceability': 0.91, 'energy': 0.456, 'key': 2, 'loudness': -7.421, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.244, 'instrumentalness': 0.00741, 'liveness': 0.0842, 'valence': 0.554, 'tempo': 129.989, 'type': 'audio_features', 'id': '1MobF57nbROs1ml9IYEzwN', 'uri': 'spotify:track:1MobF57nbROs1ml9IYEzwN', 'track_href': 'https://api.spotify.com/v1/tracks/1MobF57nbROs1ml9IYEzwN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1MobF57nbROs1ml9IYEzwN', 'duration_ms': 157213, 'time_signature': 4}]",2
I Got Money Now (feat. JID),Deante' Hitchcock,02IrbcCZfaMcKRWejgtvRo,"[{'danceability': 0.835, 'energy': 0.68, 'key': 11, 'loudness': -4.329, 'mode': 1, 'speechiness': 0.244, 'acousticness': 0.131, 'instrumentalness': 0, 'liveness': 0.0782, 'valence': 0.703, 'tempo': 132.95, 'type': 'audio_features', 'id': '02IrbcCZfaMcKRWejgtvRo', 'uri': 'spotify:track:02IrbcCZfaMcKRWejgtvRo', 'track_href': 'https://api.spotify.com/v1/tracks/02IrbcCZfaMcKRWejgtvRo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/02IrbcCZfaMcKRWejgtvRo', 'duration_ms': 218800, 'time_signature': 4}]",4
"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",Young Thug,5ALc7rbru6QOLGodVSDocc,"[{'danceability': 0.891, 'energy': 0.491, 'key': 8, 'loudness': -8.874, 'mode': 1, 'speechiness': 0.118, 'acousticness': 0.339, 'instrumentalness': 0, 'liveness': 0.296, 'valence': 0.806, 'tempo': 133.984, 'type': 'audio_features', 'id': '5ALc7rbru6QOLGodVSDocc', 'uri': 'spotify:track:5ALc7rbru6QOLGodVSDocc', 'track_href': 'https://api.spotify.com/v1/tracks/5ALc7rbru6QOLGodVSDocc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ALc7rbru6QOLGodVSDocc', 'duration_ms': 358507, 'time_signature': 4}]",4
Face Of My City (feat. Lil Baby),Jack Harlow,6MDdceLYec4AxohmorE4vH,"[{'danceability': 0.74, 'energy': 0.566, 'key': 1, 'loudness': -8.389, 'mode': 0, 'speechiness': 0.32, 'acousticness': 0.0034, 'instrumentalness': 0, 'liveness': 0.589, 'valence': 0.342, 'tempo': 156.197, 'type': 'audio_features', 'id': '6MDdceLYec4AxohmorE4vH', 'uri': 'spotify:track:6MDdceLYec4AxohmorE4vH', 'track_href': 'https://api.spotify.com/v1/tracks/6MDdceLYec4AxohmorE4vH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6MDdceLYec4AxohmorE4vH', 'duration_ms': 123447, 'time_signature': 4}]",1
Party in Heaven,G Herbo,4xcUqccvJWWJ9aw11npXiD,"[{'danceability': 0.615, 'energy': 0.672, 'key': 6, 'loudness': -4.966, 'mode': 1, 'speechiness': 0.329, 'acousticness': 0.009, 'instrumentalness': 0, 'liveness': 0.0978, 'valence': 0.308, 'tempo': 83.312, 'type': 'audio_features', 'id': '4xcUqccvJWWJ9aw11npXiD', 'uri': 'spotify:track:4xcUqccvJWWJ9aw11npXiD', 'track_href': 'https://api.spotify.com/v1/tracks/4xcUqccvJWWJ9aw11npXiD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4xcUqccvJWWJ9aw11npXiD', 'duration_ms': 196433, 'time_signature': 4}]",9
Statement,G Herbo,79lRUyyy0iwWRkbFFNJ95S,"[{'danceability': 0.586, 'energy': 0.798, 'key': 0, 'loudness': -8.062, 'mode': 0, 'speechiness': 0.375, 'acousticness': 0.0195, 'instrumentalness': 0, 'liveness': 0.219, 'valence': 0.589, 'tempo': 87.504, 'type': 'audio_features', 'id': '79lRUyyy0iwWRkbFFNJ95S', 'uri': 'spotify:track:79lRUyyy0iwWRkbFFNJ95S', 'track_href': 'https://api.spotify.com/v1/tracks/79lRUyyy0iwWRkbFFNJ95S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79lRUyyy0iwWRkbFFNJ95S', 'duration_ms': 140173, 'time_signature': 4}]",7
Some Nights,G Herbo,2QNPREwRFBylkvcRgcf2eV,"[{'danceability': 0.404, 'energy': 0.926, 'key': 4, 'loudness': -4.986, 'mode': 0, 'speechiness': 0.734, 'acousticness': 0.0978, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.211, 'tempo': 85.96, 'type': 'audio_features', 'id': '2QNPREwRFBylkvcRgcf2eV', 'uri': 'spotify:track:2QNPREwRFBylkvcRgcf2eV', 'track_href': 'https://api.spotify.com/v1/tracks/2QNPREwRFBylkvcRgcf2eV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2QNPREwRFBylkvcRgcf2eV', 'duration_ms': 198553, 'time_signature': 4}]",1
Lurkin,Funk Flex,1hXFmRJcLVmp1rRMwzgnKE,"[{'danceability': 0.716, 'energy': 0.656, 'key': 6, 'loudness': -7.88, 'mode': 0, 'speechiness': 0.162, 'acousticness': 0.0323, 'instrumentalness': 0, 'liveness': 0.13, 'valence': 0.119, 'tempo': 119.988, 'type': 'audio_features', 'id': '1hXFmRJcLVmp1rRMwzgnKE', 'uri': 'spotify:track:1hXFmRJcLVmp1rRMwzgnKE', 'track_href': 'https://api.spotify.com/v1/tracks/1hXFmRJcLVmp1rRMwzgnKE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hXFmRJcLVmp1rRMwzgnKE', 'duration_ms': 100000, 'time_signature': 4}]",1
Death Row,G Herbo,0UTJgNxhxWIBbREX4ayaqT,"[{'danceability': 0.782, 'energy': 0.639, 'key': 2, 'loudness': -6.292, 'mode': 1, 'speechiness': 0.258, 'acousticness': 0.0602, 'instrumentalness': 0, 'liveness': 0.117, 'valence': 0.194, 'tempo': 91.011, 'type': 'audio_features', 'id': '0UTJgNxhxWIBbREX4ayaqT', 'uri': 'spotify:track:0UTJgNxhxWIBbREX4ayaqT', 'track_href': 'https://api.spotify.com/v1/tracks/0UTJgNxhxWIBbREX4ayaqT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UTJgNxhxWIBbREX4ayaqT', 'duration_ms': 184472, 'time_signature': 4}]",6
Back From the Dead,GMO Stax,5I5dacquOaaB02HC2pum5c,"[{'danceability': 0.787, 'energy': 0.613, 'key': 8, 'loudness': -8.748, 'mode': 0, 'speechiness': 0.279, 'acousticness': 0.0212, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.156, 'tempo': 88.017, 'type': 'audio_features', 'id': '5I5dacquOaaB02HC2pum5c', 'uri': 'spotify:track:5I5dacquOaaB02HC2pum5c', 'track_href': 'https://api.spotify.com/v1/tracks/5I5dacquOaaB02HC2pum5c', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5I5dacquOaaB02HC2pum5c', 'duration_ms': 130978, 'time_signature': 4}]",3
Stay Down (with 6LACK & Young Thug),Lil Durk,4GusQlLtyqBYSMjkodJY6K,"[{'danceability': 0.813, 'energy': 0.57, 'key': 3, 'loudness': -8.409, 'mode': 0, 'speechiness': 0.265, 'acousticness': 0.0909, 'instrumentalness': 0, 'liveness': 0.0982, 'valence': 0.676, 'tempo': 109.07, 'type': 'audio_features', 'id': '4GusQlLtyqBYSMjkodJY6K', 'uri': 'spotify:track:4GusQlLtyqBYSMjkodJY6K', 'track_href': 'https://api.spotify.com/v1/tracks/4GusQlLtyqBYSMjkodJY6K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4GusQlLtyqBYSMjkodJY6K', 'duration_ms': 169330, 'time_signature': 4}]",7
Lemon (feat. Method Man),Conway the Machine,5MurVzJcSmQ6f7BI6qnv6o,"[{'danceability': 0.462, 'energy': 0.74, 'key': 1, 'loudness': -7.381, 'mode': 1, 'speechiness': 0.197, 'acousticness': 0.522, 'instrumentalness': 0, 'liveness': 0.392, 'valence': 0.456, 'tempo': 77.099, 'type': 'audio_features', 'id': '5MurVzJcSmQ6f7BI6qnv6o', 'uri': 'spotify:track:5MurVzJcSmQ6f7BI6qnv6o', 'track_href': 'https://api.spotify.com/v1/tracks/5MurVzJcSmQ6f7BI6qnv6o', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5MurVzJcSmQ6f7BI6qnv6o', 'duration_ms': 193298, 'time_signature': 4}]",0
Place,Playboi Carti,1Bg2CNZw6S4e9cGWPmi0uI,"[{'danceability': 0.891, 'energy': 0.628, 'key': 1, 'loudness': -6.35, 'mode': 1, 'speechiness': 0.105, 'acousticness': 0.000674, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.04, 'tempo': 131.06, 'type': 'audio_features', 'id': '1Bg2CNZw6S4e9cGWPmi0uI', 'uri': 'spotify:track:1Bg2CNZw6S4e9cGWPmi0uI', 'track_href': 'https://api.spotify.com/v1/tracks/1Bg2CNZw6S4e9cGWPmi0uI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Bg2CNZw6S4e9cGWPmi0uI', 'duration_ms': 117240, 'time_signature': 4}]",6
Vamp Anthem,Playboi Carti,4CzhtKifG867Lu5DNQVBSA,"[{'danceability': 0.642, 'energy': 0.69, 'key': 11, 'loudness': -5.101, 'mode': 1, 'speechiness': 0.261, 'acousticness': 0.00599, 'instrumentalness': 1.3e-06, 'liveness': 0.322, 'valence': 0.641, 'tempo': 164.075, 'type': 'audio_features', 'id': '4CzhtKifG867Lu5DNQVBSA', 'uri': 'spotify:track:4CzhtKifG867Lu5DNQVBSA', 'track_href': 'https://api.spotify.com/v1/tracks/4CzhtKifG867Lu5DNQVBSA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CzhtKifG867Lu5DNQVBSA', 'duration_ms': 124094, 'time_signature': 4}]",4
Go2DaMoon (feat. Kanye West),Playboi Carti,0F13K9dwYH2zpTWiR8d628,"[{'danceability': 0.693, 'energy': 0.434, 'key': 4, 'loudness': -8.786, 'mode': 0, 'speechiness': 0.385, 'acousticness': 0.204, 'instrumentalness': 0, 'liveness': 0.277, 'valence': 0.542, 'tempo': 147.066, 'type': 'audio_features', 'id': '0F13K9dwYH2zpTWiR8d628', 'uri': 'spotify:track:0F13K9dwYH2zpTWiR8d628', 'track_href': 'https://api.spotify.com/v1/tracks/0F13K9dwYH2zpTWiR8d628', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0F13K9dwYH2zpTWiR8d628', 'duration_ms': 119738, 'time_signature': 4}]",7
To Be Honest,Lil Durk,6Nx9FRJSrmymceuNjTDsyN,"[{'danceability': 0.641, 'energy': 0.629, 'key': 2, 'loudness': -8.47, 'mode': 0, 'speechiness': 0.0809, 'acousticness': 0.00708, 'instrumentalness': 0, 'liveness': 0.722, 'valence': 0.559, 'tempo': 157.067, 'type': 'audio_features', 'id': '6Nx9FRJSrmymceuNjTDsyN', 'uri': 'spotify:track:6Nx9FRJSrmymceuNjTDsyN', 'track_href': 'https://api.spotify.com/v1/tracks/6Nx9FRJSrmymceuNjTDsyN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Nx9FRJSrmymceuNjTDsyN', 'duration_ms': 146843, 'time_signature': 4}]",7
Free Jamell (with YNW Melly),Lil Durk,04UbVgVCVbvz0IslfkZRFh,"[{'danceability': 0.849, 'energy': 0.737, 'key': 8, 'loudness': -5.705, 'mode': 0, 'speechiness': 0.121, 'acousticness': 0.00573, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.663, 'tempo': 149.988, 'type': 'audio_features', 'id': '04UbVgVCVbvz0IslfkZRFh', 'uri': 'spotify:track:04UbVgVCVbvz0IslfkZRFh', 'track_href': 'https://api.spotify.com/v1/tracks/04UbVgVCVbvz0IslfkZRFh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04UbVgVCVbvz0IslfkZRFh', 'duration_ms': 220839, 'time_signature': 4}]",5
Still Trappin' (with King Von),Lil Durk,43BlKpJcSrC9AsJ3F1DKg9,"[{'danceability': 0.877, 'energy': 0.677, 'key': 5, 'loudness': -4.969, 'mode': 0, 'speechiness': 0.356, 'acousticness': 0.0439, 'instrumentalness': 0, 'liveness': 0.0986, 'valence': 0.627, 'tempo': 144.941, 'type': 'audio_features', 'id': '43BlKpJcSrC9AsJ3F1DKg9', 'uri': 'spotify:track:43BlKpJcSrC9AsJ3F1DKg9', 'track_href': 'https://api.spotify.com/v1/tracks/43BlKpJcSrC9AsJ3F1DKg9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/43BlKpJcSrC9AsJ3F1DKg9', 'duration_ms': 172185, 'time_signature': 4}]",7
GTA (feat. 42 Dugg),Meek Mill,7wAFfH245FJP77ZugGVISe,"[{'danceability': 0.783, 'energy': 0.577, 'key': 8, 'loudness': -4.664, 'mode': 1, 'speechiness': 0.17, 'acousticness': 0.15, 'instrumentalness': 0, 'liveness': 0.2, 'valence': 0.277, 'tempo': 92.544, 'type': 'audio_features', 'id': '7wAFfH245FJP77ZugGVISe', 'uri': 'spotify:track:7wAFfH245FJP77ZugGVISe', 'track_href': 'https://api.spotify.com/v1/tracks/7wAFfH245FJP77ZugGVISe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7wAFfH245FJP77ZugGVISe', 'duration_ms': 150487, 'time_signature': 4}]",9
Sorry,Future,4CPsMAG28OgzzDk1DcOtBx,"[{'danceability': 0.87, 'energy': 0.531, 'key': 5, 'loudness': -6.471, 'mode': 1, 'speechiness': 0.0992, 'acousticness': 0.428, 'instrumentalness': 0, 'liveness': 0.0798, 'valence': 0.315, 'tempo': 100.01, 'type': 'audio_features', 'id': '4CPsMAG28OgzzDk1DcOtBx', 'uri': 'spotify:track:4CPsMAG28OgzzDk1DcOtBx', 'track_href': 'https://api.spotify.com/v1/tracks/4CPsMAG28OgzzDk1DcOtBx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CPsMAG28OgzzDk1DcOtBx', 'duration_ms': 451530, 'time_signature': 4}]",0
Gunwalk,Lil Wayne,4iQLJCvthLGQDXFYkfAXbG,"[{'danceability': 0.818, 'energy': 0.666, 'key': 0, 'loudness': -6.975, 'mode': 1, 'speechiness': 0.335, 'acousticness': 0.0189, 'instrumentalness': 0, 'liveness': 0.0673, 'valence': 0.473, 'tempo': 140.045, 'type': 'audio_features', 'id': '4iQLJCvthLGQDXFYkfAXbG', 'uri': 'spotify:track:4iQLJCvthLGQDXFYkfAXbG', 'track_href': 'https://api.spotify.com/v1/tracks/4iQLJCvthLGQDXFYkfAXbG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4iQLJCvthLGQDXFYkfAXbG', 'duration_ms': 271040, 'time_signature': 4}]",2
Blue Pill,Metro Boomin,3VFI494i8DoYzkA5boYxCw,"[{'danceability': 0.369, 'energy': 0.42, 'key': 3, 'loudness': -12.278, 'mode': 0, 'speechiness': 0.0674, 'acousticness': 0.303, 'instrumentalness': 0, 'liveness': 0.115, 'valence': 0.0716, 'tempo': 132.93, 'type': 'audio_features', 'id': '3VFI494i8DoYzkA5boYxCw', 'uri': 'spotify:track:3VFI494i8DoYzkA5boYxCw', 'track_href': 'https://api.spotify.com/v1/tracks/3VFI494i8DoYzkA5boYxCw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3VFI494i8DoYzkA5boYxCw', 'duration_ms': 232827, 'time_signature': 4}]",1
Nana Crib (feat. G Herbo & Mozzy),Tsu Surf,51j2XaSr8fzLPuULbhU2xS,"[{'danceability': 0.617, 'energy': 0.471, 'key': 1, 'loudness': -9.354, 'mode': 1, 'speechiness': 0.394, 'acousticness': 0.195, 'instrumentalness': 0, 'liveness': 0.0974, 'valence': 0.486, 'tempo': 108.016, 'type': 'audio_features', 'id': '51j2XaSr8fzLPuULbhU2xS', 'uri': 'spotify:track:51j2XaSr8fzLPuULbhU2xS', 'track_href': 'https://api.spotify.com/v1/tracks/51j2XaSr8fzLPuULbhU2xS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/51j2XaSr8fzLPuULbhU2xS', 'duration_ms': 245512, 'time_signature': 5}]",6
T.G.I.F.,Kid Cudi,1yp5HJr4YAVZeWqkBfAGH5,"[{'danceability': 0.866, 'energy': 0.565, 'key': 0, 'loudness': -5.856, 'mode': 0, 'speechiness': 0.127, 'acousticness': 0.506, 'instrumentalness': 0, 'liveness': 0.0908, 'valence': 0.55, 'tempo': 164.991, 'type': 'audio_features', 'id': '1yp5HJr4YAVZeWqkBfAGH5', 'uri': 'spotify:track:1yp5HJr4YAVZeWqkBfAGH5', 'track_href': 'https://api.spotify.com/v1/tracks/1yp5HJr4YAVZeWqkBfAGH5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1yp5HJr4YAVZeWqkBfAGH5', 'duration_ms': 151120, 'time_signature': 4}]",7
Do For Love,2Pac,4AE7Lj39VnSZNOmGH2iZaq,"[{'danceability': 0.874, 'energy': 0.63, 'key': 1, 'loudness': -3.585, 'mode': 1, 'speechiness': 0.298, 'acousticness': 0.0578, 'instrumentalness': 0.00479, 'liveness': 0.0582, 'valence': 0.717, 'tempo': 95.0, 'type': 'audio_features', 'id': '4AE7Lj39VnSZNOmGH2iZaq', 'uri': 'spotify:track:4AE7Lj39VnSZNOmGH2iZaq', 'track_href': 'https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq', 'duration_ms': 281600, 'time_signature': 4}]",2
Heaven On Earth,Kid Cudi,2koUj1Fn5TKFEkChSmBPIb,"[{'danceability': 0.786, 'energy': 0.61, 'key': 0, 'loudness': -6.736, 'mode': 1, 'speechiness': 0.0558, 'acousticness': 0.379, 'instrumentalness': 0.00082, 'liveness': 0.0765, 'valence': 0.228, 'tempo': 130.036, 'type': 'audio_features', 'id': '2koUj1Fn5TKFEkChSmBPIb', 'uri': 'spotify:track:2koUj1Fn5TKFEkChSmBPIb', 'track_href': 'https://api.spotify.com/v1/tracks/2koUj1Fn5TKFEkChSmBPIb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2koUj1Fn5TKFEkChSmBPIb', 'duration_ms': 201093, 'time_signature': 4}]",6
Another Day,Kid Cudi,6myUpr3GDR80Dg3zqNTmmG,"[{'danceability': 0.646, 'energy': 0.758, 'key': 4, 'loudness': -7.75, 'mode': 0, 'speechiness': 0.0708, 'acousticness': 0.556, 'instrumentalness': 0.00316, 'liveness': 0.335, 'valence': 0.0642, 'tempo': 172.995, 'type': 'audio_features', 'id': '6myUpr3GDR80Dg3zqNTmmG', 'uri': 'spotify:track:6myUpr3GDR80Dg3zqNTmmG', 'track_href': 'https://api.spotify.com/v1/tracks/6myUpr3GDR80Dg3zqNTmmG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6myUpr3GDR80Dg3zqNTmmG', 'duration_ms': 199787, 'time_signature': 4}]",1
She Knows This,Kid Cudi,1xzUQMiCoY5pdego0pHMeV,"[{'danceability': 0.39, 'energy': 0.724, 'key': 6, 'loudness': -7.607, 'mode': 0, 'speechiness': 0.0889, 'acousticness': 0.162, 'instrumentalness': 0, 'liveness': 0.393, 'valence': 0.312, 'tempo': 165.945, 'type': 'audio_features', 'id': '1xzUQMiCoY5pdego0pHMeV', 'uri': 'spotify:track:1xzUQMiCoY5pdego0pHMeV', 'track_href': 'https://api.spotify.com/v1/tracks/1xzUQMiCoY5pdego0pHMeV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1xzUQMiCoY5pdego0pHMeV', 'duration_ms': 216560, 'time_signature': 4}]",1
Lord I Know,Kid Cudi,7f2voPcnDEAzX4yB8SLnU2,"[{'danceability': 0.613, 'energy': 0.572, 'key': 0, 'loudness': -9.6, 'mode': 1, 'speechiness': 0.157, 'acousticness': 0.583, 'instrumentalness': 0.295, 'liveness': 0.102, 'valence': 0.0389, 'tempo': 180.061, 'type': 'audio_features', 'id': '7f2voPcnDEAzX4yB8SLnU2', 'uri': 'spotify:track:7f2voPcnDEAzX4yB8SLnU2', 'track_href': 'https://api.spotify.com/v1/tracks/7f2voPcnDEAzX4yB8SLnU2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7f2voPcnDEAzX4yB8SLnU2', 'duration_ms': 212040, 'time_signature': 4}]",6
Rockstar Knights (with Trippie Redd),Kid Cudi,4J9SI7do4KOEsCexqEbjmR,"[{'danceability': 0.625, 'energy': 0.682, 'key': 6, 'loudness': -6.292, 'mode': 0, 'speechiness': 0.126, 'acousticness': 0.384, 'instrumentalness': 4.54e-06, 'liveness': 0.337, 'valence': 0.384, 'tempo': 178.052, 'type': 'audio_features', 'id': '4J9SI7do4KOEsCexqEbjmR', 'uri': 'spotify:track:4J9SI7do4KOEsCexqEbjmR', 'track_href': 'https://api.spotify.com/v1/tracks/4J9SI7do4KOEsCexqEbjmR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4J9SI7do4KOEsCexqEbjmR', 'duration_ms': 231467, 'time_signature': 4}]",1
The Pale Moonlight,Kid Cudi,4EjbAh7YHU3VARkfkamZ8R,"[{'danceability': 0.576, 'energy': 0.807, 'key': 7, 'loudness': -7.733, 'mode': 0, 'speechiness': 0.252, 'acousticness': 0.455, 'instrumentalness': 6.6e-05, 'liveness': 0.209, 'valence': 0.612, 'tempo': 160.009, 'type': 'audio_features', 'id': '4EjbAh7YHU3VARkfkamZ8R', 'uri': 'spotify:track:4EjbAh7YHU3VARkfkamZ8R', 'track_href': 'https://api.spotify.com/v1/tracks/4EjbAh7YHU3VARkfkamZ8R', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4EjbAh7YHU3VARkfkamZ8R', 'duration_ms': 176293, 'time_signature': 4}]",8
"Solo Dolo, Pt. III",Kid Cudi,27oVCAziETRbNuo5A8LNpg,"[{'danceability': 0.589, 'energy': 0.727, 'key': 10, 'loudness': -6.907, 'mode': 0, 'speechiness': 0.0866, 'acousticness': 0.239, 'instrumentalness': 0.0277, 'liveness': 0.164, 'valence': 0.52, 'tempo': 152.058, 'type': 'audio_features', 'id': '27oVCAziETRbNuo5A8LNpg', 'uri': 'spotify:track:27oVCAziETRbNuo5A8LNpg', 'track_href': 'https://api.spotify.com/v1/tracks/27oVCAziETRbNuo5A8LNpg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27oVCAziETRbNuo5A8LNpg', 'duration_ms': 242267, 'time_signature': 4}]",3
